touchpoint_id,opp_id,lead_id,touch_sequence,total_touches_in_journey,touch_date,days_before_opp_creation,channel,campaign,touch_type,landing_page,content_asset_id,engagement_score,is_first_touch,is_last_touch,true_marginal_contribution,attributed_revenue_brl
TP-0003214,OPP-00708,LEAD-003890,1,3,2023-09-13,24,organic_search,(none),impression,/blog/gestao-vendas-b2b,AST-0001,1,1,0,0.051538,3597.33
TP-0003215,OPP-00708,LEAD-003890,2,3,2023-09-16,21,organic_search,(none),click,/webinar/crm-para-gestores,AST-0013,1,0,0,0.147355,10285.41
TP-0003216,OPP-00708,LEAD-003890,3,3,2023-09-30,7,organic_search,(not set),content_view,/produto/api-marketplace,AST-0021,30,0,1,0.801107,55917.26
TP-0003217,OPP-00709,LEAD-003895,1,4,2023-09-07,39,direct,(not set),click,/produto/erp-connector,AST-0020,28,1,0,0.009963,413.45
TP-0003218,OPP-00709,LEAD-003895,2,4,2023-09-14,32,direct,(direct),form_fill,/lp/demo-gratis,AST-0015,67,0,0,0.046329,1922.66
TP-0003219,OPP-00709,LEAD-003895,3,4,2023-09-20,26,direct,(direct),demo_request,/produto/erp-connector,AST-0020,84,0,0,0.103445,4292.96
TP-0003220,OPP-00709,LEAD-003895,4,4,2023-10-12,4,direct,,sales_call,/produto/api-marketplace,AST-0021,74,0,1,0.840263,34870.92
TP-0003221,OPP-00710,LEAD-003898,1,4,2023-08-20,43,organic_search,(none),impression,/produto/api-marketplace,AST-0021,13,1,0,0.013704,509.8
TP-0003222,OPP-00710,LEAD-003898,2,4,2023-09-01,31,meta_ads,fb-leads-varejo-2023,click,/ebook/integracao-sistemas-guia,AST-0011,30,0,0,0.074523,2772.26
TP-0003223,OPP-00710,LEAD-003898,3,4,2023-09-05,27,meta_ads,facebook_retargeting_2023,content_view,/lp/roi-calculator,AST-0018,33,0,0,0.132225,4918.77
TP-0003224,OPP-00710,LEAD-003898,4,4,2023-09-10,22,meta_ads,meta_awareness_2023,form_fill,/ebook/crm-para-varejo,AST-0008,62,0,1,0.779548,28999.17
TP-0003225,OPP-00711,LEAD-003901,1,6,2023-08-31,32,organic_search,(not set),impression,/produto/api-marketplace,AST-0021,24,1,0,0.010924,303.68
TP-0003226,OPP-00711,LEAD-003901,2,6,2023-08-31,32,email_marketing,newsletter_mensal_08_2023,click,/ebook/roi-tecnologia-empresas,AST-0010,35,0,0,0.025209,700.81
TP-0003227,OPP-00711,LEAD-003901,3,6,2023-09-08,24,email_marketing,newsletter_mensal_09_2023,content_view,/webinar/automacao-vendas-demo,AST-0014,29,0,0,0.05952,1654.65
TP-0003228,OPP-00711,LEAD-003901,4,6,2023-09-10,22,email_marketing,email_nurture_leads_2023,form_fill,/ebook/integracao-sistemas-guia,AST-0011,72,0,0,0.188815,5249.06
TP-0003229,OPP-00711,LEAD-003901,5,6,2023-09-21,11,email_marketing,email_nurture_leads_2023,demo_request,/webinar/crm-para-gestores,AST-0013,63,0,0,0.602553,16750.98
TP-0003230,OPP-00711,LEAD-003901,6,6,2023-09-21,11,email_marketing,newsletter_mensal_09_2023,email_open,/webinar/crm-para-gestores,AST-0013,1,0,1,0.112979,3140.81
TP-0003231,OPP-00712,LEAD-003913,1,3,2023-08-29,34,webinar_evento,bf-23,impression,/produto/crm-integracao,AST-0019,35,1,0,0.021147,2110.44
TP-0003232,OPP-00712,LEAD-003913,2,3,2023-09-04,28,webinar_evento,webinar_integracao_erp_2023,click,/lp/trial-30-dias,AST-0016,20,0,0,0.074911,7476.13
TP-0003233,OPP-00712,LEAD-003913,3,3,2023-09-15,17,webinar_evento,black_friday_2023,form_fill,/webinar/crm-para-gestores,AST-0013,56,0,1,0.903942,90213.43
TP-0003234,OPP-00713,LEAD-003921,1,2,2023-09-20,24,organic_search,(not set),impression,/produto/api-marketplace,AST-0021,13,1,0,0.200276,13618.77
TP-0003235,OPP-00713,LEAD-003921,2,2,2023-09-22,22,organic_search,(not set),click,/produto/crm-integracao,AST-0019,16,0,1,0.799724,54381.23
TP-0003236,OPP-00714,LEAD-003925,1,3,2023-08-21,42,meta_ads,facebook_retargeting_2023,impression,/ebook/integracao-sistemas-guia,AST-0011,18,1,0,0.018957,523.21
TP-0003237,OPP-00714,LEAD-003925,2,3,2023-09-03,29,meta_ads,facebook_retargeting_2023,click,/produto/erp-connector,AST-0020,34,0,0,0.110717,3055.79
TP-0003238,OPP-00714,LEAD-003925,3,3,2023-09-08,24,meta_ads,facebook_retargeting_2023,form_fill,/ebook/integracao-sistemas-guia,AST-0011,75,0,1,0.870326,24021.01
TP-0003239,OPP-00715,LEAD-003929,1,8,2023-09-02,44,webinar_evento,evento_crm_gestores_q3,impression,/produto/crm-integracao,AST-0019,10,1,0,0.002149,498.09
TP-0003240,OPP-00715,LEAD-003929,2,8,2023-09-04,42,webinar_evento,bf-23,click,/lp/demo-gratis,AST-0015,26,0,0,0.00572,1325.96
TP-0003241,OPP-00715,LEAD-003929,3,8,2023-09-13,33,webinar_evento,black_friday_2023,form_fill,/produto/crm-integracao,AST-0019,64,0,0,0.039891,9246.82
TP-0003242,OPP-00715,LEAD-003929,4,8,2023-09-23,23,webinar_evento,bf-23,demo_request,/webinar/crm-para-gestores,AST-0013,73,0,0,0.118527,27474.51
TP-0003243,OPP-00715,LEAD-003929,5,8,2023-09-24,22,webinar_evento,black_friday_2023,sales_call,/lp/trial-30-dias,AST-0016,100,0,0,0.143216,33197.36
TP-0003244,OPP-00715,LEAD-003929,6,8,2023-09-27,19,webinar_evento,campanha_natal_2023,form_fill,/webinar/crm-para-gestores,AST-0013,73,0,0,0.108436,25135.46
TP-0003245,OPP-00715,LEAD-003929,7,8,2023-10-11,5,webinar_evento,bf-23,content_view,/webinar/crm-para-gestores,AST-0013,29,0,0,0.107185,24845.55
TP-0003246,OPP-00715,LEAD-003929,8,8,2023-10-12,4,webinar_evento,black_friday_2023,form_fill,/produto/api-marketplace,AST-0021,79,0,1,0.474876,110076.24
TP-0003247,OPP-00716,LEAD-003944,1,3,2023-09-10,26,webinar_evento,campanha-natal-2023,impression,/lp/comparativo-erp,AST-0017,25,1,0,0.011649,520.72
TP-0003248,OPP-00716,LEAD-003944,2,3,2023-09-16,20,webinar_evento,campanha_natal_2023,click,/lp/roi-calculator,AST-0018,14,0,0,0.041267,1844.64
TP-0003249,OPP-00716,LEAD-003944,3,3,2023-10-06,0,webinar_evento,evento_crm_gestores_q4,form_fill,/lp/trial-30-dias,AST-0016,67,0,1,0.947083,42334.63
TP-0003250,OPP-00717,LEAD-003949,1,4,2023-09-12,31,paid_search,integracao_erp_pesquisa_2023,click,/produto/erp-connector,AST-0020,29,1,0,0.05107,3559.6
TP-0003251,OPP-00717,LEAD-003949,2,4,2023-09-13,30,paid_search,pesquisa_concorrentes_q3_2023,click,/produto/erp-connector,AST-0020,19,0,0,0.042194,2940.89
TP-0003252,OPP-00717,LEAD-003949,3,4,2023-09-14,29,paid_search,pesquisa_concorrentes_q3_2023,form_fill,/produto/api-marketplace,AST-0021,75,0,0,0.166164,11581.67
TP-0003253,OPP-00717,LEAD-003949,4,4,2023-09-24,19,paid_search,pesquisa_concorrentes_q3_2023,demo_request,/lp/trial-30-dias,AST-0016,92,0,1,0.740572,51617.85
TP-0003254,OPP-00718,LEAD-003966,1,5,2023-09-07,35,paid_search,google_brand_keywords_2023,click,/webinar/crm-para-gestores,AST-0013,21,1,0,0.01266,413.98
TP-0003255,OPP-00718,LEAD-003966,2,5,2023-09-13,29,meta_ads,facebook_retargeting_2023,click,/lp/trial-30-dias,AST-0016,30,0,0,0.014949,488.83
TP-0003256,OPP-00718,LEAD-003966,3,5,2023-09-19,23,meta_ads,ig_gestores_b2b_q3,form_fill,/produto/api-marketplace,AST-0021,89,0,0,0.084141,2751.43
TP-0003257,OPP-00718,LEAD-003966,4,5,2023-09-21,21,meta_ads,fb-leads-varejo-2023,demo_request,/lp/demo-gratis,AST-0015,78,0,0,0.141182,4616.65
TP-0003258,OPP-00718,LEAD-003966,5,5,2023-10-07,5,meta_ads,ig_gestores_b2b_q4,sales_call,/lp/comparativo-erp,AST-0017,97,0,1,0.747068,24429.11
TP-0003259,OPP-00719,LEAD-003971,1,6,2023-08-27,38,linkedin_ads,linkedin_prospeccao_q3_2023,impression,/lp/demo-gratis,AST-0015,11,1,0,0.004358,371.77
TP-0003260,OPP-00719,LEAD-003971,2,6,2023-08-30,35,webinar_evento,campanha_natal_2023,click,/produto/api-marketplace,AST-0021,14,0,0,0.012461,1062.95
TP-0003261,OPP-00719,LEAD-003971,3,6,2023-09-18,16,webinar_evento,evento_crm_gestores_q3,content_view,/lp/roi-calculator,AST-0018,38,0,0,0.064551,5506.21
TP-0003262,OPP-00719,LEAD-003971,4,6,2023-09-23,11,webinar_evento,black_friday_2023,demo_request,/lp/roi-calculator,AST-0018,90,0,0,0.369036,31478.78
TP-0003263,OPP-00719,LEAD-003971,5,6,2023-09-25,9,webinar_evento,campanha_natal_2023,sales_call,/webinar/integracao-erp-ao-vivo,AST-0012,77,0,0,0.478921,40851.92
TP-0003264,OPP-00719,LEAD-003971,6,6,2023-10-03,1,webinar_evento,campanha-natal-2023,impression,/lp/trial-30-dias,AST-0016,6,0,1,0.070673,6028.36
TP-0003265,OPP-00720,LEAD-003974,1,4,2023-09-06,32,paid_search,integracao_erp_pesquisa_2023,click,/ebook/integracao-sistemas-guia,AST-0011,34,1,0,0.0644,4269.74
TP-0003266,OPP-00720,LEAD-003974,2,4,2023-09-08,30,direct,(direct),click,/produto/crm-integracao,AST-0019,34,0,0,0.057146,3788.79
TP-0003267,OPP-00720,LEAD-003974,3,4,2023-09-09,29,direct,,form_fill,/produto/erp-connector,AST-0020,69,0,0,0.22505,14920.81
TP-0003268,OPP-00720,LEAD-003974,4,4,2023-09-13,25,direct,,demo_request,/lp/demo-gratis,AST-0015,73,0,1,0.653404,43320.67
TP-0003269,OPP-00721,LEAD-003979,1,9,2023-09-02,40,linkedin_ads,linkedin_prospeccao_q3_2023,impression,/produto/erp-connector,AST-0020,31,1,0,0.00261,116.16
TP-0003270,OPP-00721,LEAD-003979,2,9,2023-09-13,29,linkedin_ads,linkedin_gestores_2023,click,/ebook/integracao-sistemas-guia,AST-0011,16,0,0,0.013216,588.1
TP-0003271,OPP-00721,LEAD-003979,3,9,2023-09-23,19,linkedin_ads,linkedin_decisores_ti_2023,content_view,/ebook/gestao-pipeline-vendas,AST-0009,31,0,0,0.035995,1601.76
TP-0003272,OPP-00721,LEAD-003979,4,9,2023-09-23,19,linkedin_ads,lkd_awareness_2023,demo_request,/webinar/integracao-erp-ao-vivo,AST-0012,84,0,0,0.143978,6407.04
TP-0003273,OPP-00721,LEAD-003979,5,9,2023-10-03,9,linkedin_ads,linkedin_prospecao_q4_2023,sales_call,/lp/roi-calculator,AST-0018,90,0,0,0.330872,14723.8
TP-0003274,OPP-00721,LEAD-003979,6,9,2023-10-06,6,linkedin_ads,linkedin_gestores_2023,impression,/ebook/integracao-sistemas-guia,AST-0011,9,0,0,0.022775,1013.47
TP-0003275,OPP-00721,LEAD-003979,7,9,2023-10-08,4,linkedin_ads,linkedin_prospeccao_q4_2023,proposal_sent,/webinar/crm-para-gestores,AST-0013,54,0,0,0.367808,16367.44
TP-0003276,OPP-00721,LEAD-003979,8,9,2023-10-10,2,linkedin_ads,linkedin_gestores_2023,impression,/webinar/integracao-erp-ao-vivo,AST-0012,9,0,0,0.030306,1348.64
TP-0003277,OPP-00721,LEAD-003979,9,9,2023-10-12,0,linkedin_ads,linkedin_prospecao_q4_2023,impression,/ebook/integracao-sistemas-guia,AST-0011,5,0,1,0.052441,2333.61
TP-0003278,OPP-00722,LEAD-003981,1,2,2023-10-17,3,paid_search,pesquisa_concorrentes_q4_2023,click,/lp/demo-gratis,AST-0015,34,1,0,0.411592,26959.3
TP-0003279,OPP-00722,LEAD-003981,2,2,2023-10-20,0,paid_search,google_branded_2023,click,/lp/demo-gratis,AST-0015,17,0,1,0.588408,38540.7
TP-0003280,OPP-00723,LEAD-003990,1,4,2023-09-03,39,paid_search,google_brand_keywords_2023,click,/produto/erp-connector,AST-0020,37,1,0,0.019861,524.32
TP-0003281,OPP-00723,LEAD-003990,2,4,2023-09-04,38,webinar_evento,campanha-natal-2023,click,/webinar/automacao-vendas-demo,AST-0014,42,0,0,0.016409,433.19
TP-0003282,OPP-00723,LEAD-003990,3,4,2023-09-14,28,webinar_evento,webinar_integracao_erp_2023,form_fill,/lp/trial-30-dias,AST-0016,77,0,0,0.1229,3244.57
TP-0003283,OPP-00723,LEAD-003990,4,4,2023-09-30,12,webinar_evento,evento_crm_gestores_q3,demo_request,/lp/trial-30-dias,AST-0016,100,0,1,0.84083,22197.92
TP-0003284,OPP-00724,LEAD-003996,1,7,2023-09-09,44,linkedin_ads,linkedin_prospeccao_q3_2023,impression,/lp/roi-calculator,AST-0018,35,1,0,0.001121,223.17
TP-0003285,OPP-00724,LEAD-003996,2,7,2023-09-27,26,linkedin_ads,linkedin_decisores_ti_2023,click,/ebook/crm-para-varejo,AST-0008,48,0,0,0.009361,1862.89
TP-0003286,OPP-00724,LEAD-003996,3,7,2023-10-03,20,linkedin_ads,linkedin_decisores_ti_2023,content_view,/lp/comparativo-erp,AST-0017,37,0,0,0.01916,3812.86
TP-0003287,OPP-00724,LEAD-003996,4,7,2023-10-15,8,linkedin_ads,linkedin_decisores_ti_2023,demo_request,/lp/demo-gratis,AST-0015,99,0,0,0.180597,35938.81
TP-0003288,OPP-00724,LEAD-003996,5,7,2023-10-15,8,linkedin_ads,lkd_awareness_2023,sales_call,/lp/roi-calculator,AST-0018,100,0,0,0.203172,40431.16
TP-0003289,OPP-00724,LEAD-003996,6,7,2023-10-18,5,linkedin_ads,linkedin_prospecao_q4_2023,proposal_sent,/webinar/crm-para-gestores,AST-0013,67,0,0,0.195786,38961.43
TP-0003290,OPP-00724,LEAD-003996,7,7,2023-10-22,1,linkedin_ads,lkd_awareness_2023,proposal_sent,/produto/crm-integracao,AST-0019,72,0,1,0.390802,77769.67
TP-0003291,OPP-00725,LEAD-004003,1,2,2023-09-10,28,direct,,click,/ebook/roi-tecnologia-empresas,AST-0010,23,1,0,0.065579,2439.54
TP-0003292,OPP-00725,LEAD-004003,2,2,2023-09-27,11,direct,,form_fill,/lp/roi-calculator,AST-0018,71,0,1,0.934421,34760.46
TP-0003293,OPP-00726,LEAD-004006,1,5,2023-09-08,39,paid_search,google_branded_2023,click,/lp/demo-gratis,AST-0015,24,1,0,0.051521,1473.5
TP-0003294,OPP-00726,LEAD-004006,2,5,2023-09-10,37,paid_search,pesquisa_concorrentes_q3_2023,click,/produto/crm-integracao,AST-0019,1,0,0,0.045717,1307.52
TP-0003295,OPP-00726,LEAD-004006,3,5,2023-09-15,32,paid_search,integracao_erp_pesquisa_2023,form_fill,/lp/demo-gratis,AST-0015,63,0,0,0.239584,6852.11
TP-0003296,OPP-00726,LEAD-004006,4,5,2023-09-18,29,paid_search,google_brand_keywords_2023,demo_request,/lp/comparativo-erp,AST-0017,71,0,0,0.431766,12348.51
TP-0003297,OPP-00726,LEAD-004006,5,5,2023-09-23,24,paid_search,google_branded_2023,content_view,/ebook/roi-tecnologia-empresas,AST-0010,17,0,1,0.231412,6618.37
TP-0003298,OPP-00727,LEAD-004010,1,4,2023-09-13,37,organic_search,,impression,/produto/erp-connector,AST-0020,2,1,0,0.006608,220.04
TP-0003299,OPP-00727,LEAD-004010,2,4,2023-10-03,17,meta_ads,meta_awareness_2023,click,/webinar/integracao-erp-ao-vivo,AST-0012,4,0,0,0.063629,2118.84
TP-0003300,OPP-00727,LEAD-004010,3,4,2023-10-06,14,meta_ads,ig_gestores_b2b_q4,content_view,/ebook/gestao-pipeline-vendas,AST-0009,34,0,0,0.105113,3500.26
TP-0003301,OPP-00727,LEAD-004010,4,4,2023-10-15,5,meta_ads,fb-leads-varejo-2023,form_fill,/lp/comparativo-erp,AST-0017,52,0,1,0.82465,27460.85
TP-0003302,OPP-00728,LEAD-004012,1,2,2023-09-13,36,paid_search,google_branded_2023,click,/produto/erp-connector,AST-0020,20,1,0,0.377483,23705.96
TP-0003303,OPP-00728,LEAD-004012,2,2,2023-09-18,31,paid_search,pesquisa_concorrentes_q3_2023,click,/lp/roi-calculator,AST-0018,11,0,1,0.622517,39094.04
TP-0003304,OPP-00729,LEAD-004013,1,8,2023-08-27,43,webinar_evento,bf-23,impression,/produto/api-marketplace,AST-0021,1,1,0,0.00113,213.64
TP-0003305,OPP-00729,LEAD-004013,2,8,2023-09-01,38,paid_search,integracao_erp_pesquisa_2023,click,/produto/api-marketplace,AST-0021,24,0,0,0.003726,704.65
TP-0003306,OPP-00729,LEAD-004013,3,8,2023-09-12,27,paid_search,crm-b2b-keywords-2023,form_fill,/produto/api-marketplace,AST-0021,73,0,0,0.029977,5668.63
TP-0003307,OPP-00729,LEAD-004013,4,8,2023-09-17,22,paid_search,google_branded_2023,demo_request,/lp/comparativo-erp,AST-0017,88,0,0,0.062319,11784.48
TP-0003308,OPP-00729,LEAD-004013,5,8,2023-10-01,8,paid_search,google_branded_2023,sales_call,/lp/comparativo-erp,AST-0017,100,0,0,0.190575,36037.74
TP-0003309,OPP-00729,LEAD-004013,6,8,2023-10-01,8,paid_search,google_brand_keywords_2023,proposal_sent,/lp/roi-calculator,AST-0018,60,0,0,0.148225,28029.35
TP-0003310,OPP-00729,LEAD-004013,7,8,2023-10-04,5,paid_search,google_brand_keywords_2023,proposal_sent,/lp/roi-calculator,AST-0018,61,0,0,0.183647,34727.71
TP-0003311,OPP-00729,LEAD-004013,8,8,2023-10-05,4,paid_search,integracao_erp_pesquisa_2023,sales_call,/lp/roi-calculator,AST-0018,91,0,1,0.380401,71933.79
TP-0003312,OPP-00730,LEAD-004019,1,8,2023-08-25,44,linkedin_ads,linkedin_gestores_2023,impression,/lp/comparativo-erp,AST-0017,19,1,0,0.001799,115.5
TP-0003313,OPP-00730,LEAD-004019,2,8,2023-09-16,22,paid_search,pesquisa_concorrentes_q3_2023,click,/produto/erp-connector,AST-0020,17,0,0,0.019984,1282.97
TP-0003314,OPP-00730,LEAD-004019,3,8,2023-09-22,16,paid_search,crm-b2b-keywords-2023,content_view,/produto/crm-integracao,AST-0019,45,0,0,0.040902,2625.92
TP-0003315,OPP-00730,LEAD-004019,4,8,2023-09-25,13,paid_search,crm-b2b-keywords-2023,demo_request,/lp/roi-calculator,AST-0018,99,0,0,0.202708,13013.84
TP-0003316,OPP-00730,LEAD-004019,5,8,2023-09-27,11,paid_search,pesquisa_concorrentes_q3_2023,sales_call,/produto/erp-connector,AST-0020,86,0,0,0.263066,16888.85
TP-0003317,OPP-00730,LEAD-004019,6,8,2023-09-28,10,paid_search,crm-b2b-keywords-2023,sales_call,/produto/crm-integracao,AST-0019,80,0,0,0.282544,18139.32
TP-0003318,OPP-00730,LEAD-004019,7,8,2023-09-29,9,paid_search,pesquisa_concorrentes_q3_2023,email_open,/lp/trial-30-dias,AST-0016,11,0,0,0.033718,2164.71
TP-0003319,OPP-00730,LEAD-004019,8,8,2023-10-05,3,paid_search,google_branded_2023,content_view,/produto/erp-connector,AST-0020,29,0,1,0.155279,9968.89
TP-0003320,OPP-00731,LEAD-004020,1,2,2023-09-06,34,direct,,click,/lp/roi-calculator,AST-0018,19,1,0,0.023474,908.45
TP-0003321,OPP-00731,LEAD-004020,2,2,2023-10-08,2,direct,,form_fill,/lp/demo-gratis,AST-0015,67,0,1,0.976526,37791.55
TP-0003322,OPP-00732,LEAD-004036,1,7,2023-09-04,43,email_marketing,campanha_email_09-2023,email_open,/ebook/crm-para-varejo,AST-0008,10,1,0,0.004447,643.05
TP-0003323,OPP-00732,LEAD-004036,2,7,2023-09-20,27,meta_ads,meta_awareness_2023,click,/lp/roi-calculator,AST-0018,24,0,0,0.01609,2326.65
TP-0003324,OPP-00732,LEAD-004036,3,7,2023-09-22,25,meta_ads,facebook_retargeting_2023,content_view,/lp/roi-calculator,AST-0018,44,0,0,0.024748,3578.59
TP-0003325,OPP-00732,LEAD-004036,4,7,2023-09-23,24,meta_ads,ig_gestores_b2b_q3,form_fill,/ebook/roi-tecnologia-empresas,AST-0010,64,0,0,0.073097,10569.78
TP-0003326,OPP-00732,LEAD-004036,5,7,2023-09-23,24,meta_ads,fb-leads-varejo-2023,impression,/ebook/integracao-sistemas-guia,AST-0011,6,0,0,0.006645,960.89
TP-0003327,OPP-00732,LEAD-004036,6,7,2023-10-06,11,meta_ads,ig_gestores_b2b_q4,click,/lp/comparativo-erp,AST-0017,22,0,0,0.050454,7295.72
TP-0003328,OPP-00732,LEAD-004036,7,7,2023-10-16,1,meta_ads,meta_awareness_2023,demo_request,/lp/demo-gratis,AST-0015,82,0,1,0.824518,119225.31
TP-0003329,OPP-00733,LEAD-004053,1,3,2023-09-13,32,paid_search,google_branded_2023,click,/ebook/crm-para-varejo,AST-0008,17,1,0,0.046677,4737.68
TP-0003330,OPP-00733,LEAD-004053,2,3,2023-09-22,23,paid_search,crm-b2b-keywords-2023,click,/lp/trial-30-dias,AST-0016,19,0,0,0.068288,6931.25
TP-0003331,OPP-00733,LEAD-004053,3,3,2023-10-04,11,paid_search,google_brand_keywords_2023,form_fill,/lp/roi-calculator,AST-0018,70,0,1,0.885035,89831.07
TP-0003332,OPP-00734,LEAD-004062,1,9,2023-08-31,44,linkedin_ads,lkd_awareness_2023,impression,/webinar/automacao-vendas-demo,AST-0014,4,1,0,0.009319,537.68
TP-0003333,OPP-00734,LEAD-004062,2,9,2023-08-31,44,linkedin_ads,linkedin_prospecao_q3_2023,click,/blog/funil-vendas-complexas,AST-0006,24,0,0,0.021504,1240.8
TP-0003334,OPP-00734,LEAD-004062,3,9,2023-09-03,41,linkedin_ads,linkedin_prospecao_q3_2023,content_view,/ebook/integracao-sistemas-guia,AST-0011,37,0,0,0.035524,2049.76
TP-0003335,OPP-00734,LEAD-004062,4,9,2023-09-06,38,linkedin_ads,linkedin_gestores_2023,demo_request,/ebook/roi-tecnologia-empresas,AST-0010,84,0,0,0.176056,10158.41
TP-0003336,OPP-00734,LEAD-004062,5,9,2023-09-07,37,linkedin_ads,linkedin_gestores_2023,sales_call,/lp/trial-30-dias,AST-0016,100,0,0,0.212727,12274.37
TP-0003337,OPP-00734,LEAD-004062,6,9,2023-09-12,32,linkedin_ads,linkedin_prospeccao_q3_2023,demo_request,/webinar/integracao-erp-ao-vivo,AST-0012,89,0,0,0.270256,15593.8
TP-0003338,OPP-00734,LEAD-004062,7,9,2023-09-14,30,linkedin_ads,lkd_awareness_2023,content_view,/ebook/integracao-sistemas-guia,AST-0011,21,0,0,0.07794,4497.12
TP-0003339,OPP-00734,LEAD-004062,8,9,2023-09-20,24,linkedin_ads,linkedin_decisores_ti_2023,impression,/ebook/gestao-pipeline-vendas,AST-0009,13,0,0,0.029911,1725.84
TP-0003340,OPP-00734,LEAD-004062,9,9,2023-09-23,21,linkedin_ads,linkedin_gestores_2023,click,/lp/comparativo-erp,AST-0017,35,0,1,0.166763,9622.23
TP-0003341,OPP-00735,LEAD-004069,1,3,2023-09-10,43,paid_search,integracao_erp_pesquisa_2023,click,/lp/roi-calculator,AST-0018,14,1,0,0.043158,1126.42
TP-0003342,OPP-00735,LEAD-004069,2,3,2023-09-30,23,paid_search,crm-b2b-keywords-2023,click,/lp/roi-calculator,AST-0018,16,0,0,0.138528,3615.57
TP-0003343,OPP-00735,LEAD-004069,3,3,2023-10-01,22,paid_search,google_branded_2023,form_fill,/lp/demo-gratis,AST-0015,54,0,1,0.818315,21358.01
TP-0003344,OPP-00736,LEAD-004076,1,5,2023-09-01,40,paid_search,pesquisa_concorrentes_q3_2023,click,/lp/comparativo-erp,AST-0017,21,1,0,0.006859,458.84
TP-0003345,OPP-00736,LEAD-004076,2,5,2023-09-17,24,paid_search,google_brand_keywords_2023,click,/lp/demo-gratis,AST-0015,17,0,0,0.016544,1106.76
TP-0003346,OPP-00736,LEAD-004076,3,5,2023-09-24,17,paid_search,crm-b2b-keywords-2023,form_fill,/lp/demo-gratis,AST-0015,45,0,0,0.100011,6690.73
TP-0003347,OPP-00736,LEAD-004076,4,5,2023-10-05,6,paid_search,crm-b2b-keywords-2023,demo_request,/produto/crm-integracao,AST-0019,98,0,0,0.319158,21351.68
TP-0003348,OPP-00736,LEAD-004076,5,5,2023-10-09,2,paid_search,google_branded_2023,proposal_sent,/produto/erp-connector,AST-0020,71,0,1,0.557429,37291.99
TP-0003349,OPP-00737,LEAD-004080,1,6,2023-09-07,32,linkedin_ads,linkedin_prospeccao_q3_2023,impression,/blog/gestao-vendas-b2b,AST-0001,12,1,0,0.00709,283.62
TP-0003350,OPP-00737,LEAD-004080,2,6,2023-09-15,24,linkedin_ads,linkedin_prospeccao_q3_2023,click,/produto/erp-connector,AST-0020,35,0,0,0.028975,1158.99
TP-0003351,OPP-00737,LEAD-004080,3,6,2023-09-20,19,linkedin_ads,linkedin_gestores_2023,content_view,/webinar/automacao-vendas-demo,AST-0014,31,0,0,0.055216,2208.64
TP-0003352,OPP-00737,LEAD-004080,4,6,2023-09-22,17,linkedin_ads,linkedin_gestores_2023,demo_request,/blog/funil-vendas-complexas,AST-0006,94,0,0,0.254781,10191.25
TP-0003353,OPP-00737,LEAD-004080,5,6,2023-09-30,9,linkedin_ads,linkedin_gestores_2023,sales_call,/lp/roi-calculator,AST-0018,74,0,0,0.507561,20302.44
TP-0003354,OPP-00737,LEAD-004080,6,6,2023-10-02,7,linkedin_ads,linkedin_decisores_ti_2023,click,/webinar/automacao-vendas-demo,AST-0014,21,0,1,0.146376,5855.05
TP-0003355,OPP-00738,LEAD-004083,1,3,2023-09-04,41,email_marketing,email_nurture_leads_2023,email_open,/ebook/integracao-sistemas-guia,AST-0011,19,1,0,0.026989,3932.36
TP-0003356,OPP-00738,LEAD-004083,2,3,2023-10-01,14,email_marketing,newsletter_mensal_10_2023,click,/blog/integracao-erp-sistemas,AST-0003,21,0,0,0.214244,31215.42
TP-0003357,OPP-00738,LEAD-004083,3,3,2023-10-09,6,email_marketing,email_nurture_leads_2023,content_view,/ebook/integracao-sistemas-guia,AST-0011,58,0,1,0.758766,110552.22
TP-0003358,OPP-00739,LEAD-004091,1,3,2023-09-13,41,webinar_evento,bf-23,impression,/lp/roi-calculator,AST-0018,8,1,0,0.008659,888.38
TP-0003359,OPP-00739,LEAD-004091,2,3,2023-10-08,16,webinar_evento,black_friday_2023,click,/lp/demo-gratis,AST-0015,19,0,0,0.119167,12226.55
TP-0003360,OPP-00739,LEAD-004091,3,3,2023-10-12,12,webinar_evento,webinar_integracao_erp_2023,form_fill,/webinar/crm-para-gestores,AST-0013,71,0,1,0.872174,89485.07
TP-0003361,OPP-00740,LEAD-004092,1,4,2023-09-26,28,direct,(direct),click,/lp/trial-30-dias,AST-0016,21,1,0,0.021723,818.95
TP-0003362,OPP-00740,LEAD-004092,2,4,2023-10-04,20,organic_search,(not set),form_fill,/webinar/crm-para-gestores,AST-0013,88,0,0,0.108495,4090.28
TP-0003363,OPP-00740,LEAD-004092,3,4,2023-10-10,14,organic_search,(none),demo_request,/blog/gestao-vendas-b2b,AST-0001,76,0,0,0.242251,9132.85
TP-0003364,OPP-00740,LEAD-004092,4,4,2023-10-16,8,organic_search,(not set),sales_call,/blog/automacao-marketing-b2b,AST-0004,94,0,1,0.627531,23657.92
TP-0003365,OPP-00741,LEAD-004103,1,6,2023-09-16,40,organic_search,,impression,/blog/churn-saas-brasil,AST-0005,17,1,0,0.002331,314.02
TP-0003366,OPP-00741,LEAD-004103,2,6,2023-09-18,38,webinar_evento,bf-23,click,/webinar/automacao-vendas-demo,AST-0014,21,0,0,0.006206,835.95
